text,target,stance,Sentiment,Sarcasm
@SaudiNews50 ???????? ??? ?? ??? ??? ????? ??? ????? ?????? ?? ????? ???????? ?????? ??????? ?? ????? ????? ???????? ? ?????? ?????? ??? ????? ??? ???? ??? ???,Women empowerment,Favor,Positive,No
@SaudiNews50 ??????? ????? ???? ???? ????? ???? ?? ????? ???? ????? ????? ? ???? ?????? ?????? ???? ????? ????? ???? ?? ?? ??? ????? ????? ?????? ??????? ????? ?????? !!!! ??? ??? ??????? ???? ???? ???? ???? ????? ???? ????? ?????? ?? ???? ??? ????? ??? ?,Covid Vaccine,Against,Neutral,No
@SaudiNews50 ????? ?????? ??????? ?? ????? ?????? ????????,Women empowerment,Favor,Positive,No
@SaudiNews50 ?????? ????? ??? ????? ???????? ?????? ?? ?????? ????? ??? ???? ????? ?? ??????? ??????   ????? ?????? ?? ???? ??? ???? ????? ????? ?????? ???? ?? ?????,Women empowerment,Against,Negative,No
@SaudiNews50 ?????? ??? ????? ??????? ???? ????? ??????. ????? ?????? ???? ???? ???????. ????? ???? ??? ?????? ??? ????.,Women empowerment,Favor,Positive,No
@SaudiNews50 ????? ??????? ??? ?? ??? ??? ??? ????? ?????? ??????. ???? ???? ????? ????? ????? ???? ?????? ??????? ?? ????? ??????? ???? ???? ?????? ??? ???? ?????? ?????? ??????? ????? ??????? ?? ?????? ?? ?? ???? ??? ??????? ????? ?????? ????.,Covid Vaccine,Against,Neutral,No
@SaudiNews50 ????? ?????? ???? ????? ??????  ??? ???? ???? ??????? ?? ??????,Women empowerment,Against,Negative,No
@SaudiNews50 ????? ?????? ? ?????? ????? ?????? ??????? ??? ??????? ???? ?????,Women empowerment,Against,Negative,No
@SaudiNews50 ????? ?????? ?????? ???? ????????? ?????? ??? ???? ?????? ???????? ???? ??? ???? ???????? ??????? ?? ?????? ??????? ???????? ?? ????? ?? ????? ???????? ??????? ????? ??? ?????? ???????? ???? ????? ?? ???????? ???? ????? ?? ???  ???????,Women empowerment,Favor,Positive,No
@SaudiNews50 ????? ?????? ???????? ?? ??????? ???? ???? ??? ??????? ??????,Women empowerment,Favor,Positive,No
@SaudiNews50 ????? ?????? ??? ??? ??????? ????? ??? ????? ???? ???? ????? ????? ???? ????? ????. ?????? ???? ????? ???? ???? ?????? ?????? ??????? ???? ??. ??????? ????? ??? ?????? ??????? ?????? ????. ???? ????? ????? ??? ????????,Women empowerment,Against,Negative,No
@SaudiNews50 ????? ?????? ???? ?????? ???? ???? ??? ????? ?????,Women empowerment,Favor,Negative,No
@SaudiNews50 ???? ??????? ???? ????? ???  ??? ???? ????? ??? ?? ???? ????? ??? ???????????  ??? ??  ????  ??????? ???? ?? ??? ????  ?? ???? ?? ????? ???? ??? ?? ????? ???? ????? ???????  ?????? ?? ??? ??????? ??? ????? ??? ??? ?????? ???? ??? ??????? ???,Covid Vaccine,Favor,Positive,No
@SaudiNews50 ???? ??? ?? ??? ????? ?? ???? ????? ?????? ???????? ??? ?????? ??????????,Digital Transformation,Favor,Positive,No
@SaudiNews50 ??? ????? ?????? ???? ?????? ?????? ???????? ?????? ????? ????? ????? ??? ?????? ???????? ?? ?? ?? ??? ??? ??? ????? ?????? ?????? ???? ?????? ?? ????? ??? ?????? ???????? ?? ????? ?? ??????,Women empowerment,Against,Negative,No
@SaudiNews50 ??? ????? ?????? ? ????? ???????? ????? ?????? ?????? ? ?????? ? ??? ???? ? ???? ???? ????? ???? ????? ?????? ???? ?? ?????.,Women empowerment,Favor,Positive,No
@SaudiNews50 ??? ???? ???. ?????? ????? ?????? ??? ????? ?? ??????? ?? ????? ?????? ??????? ???? ????? ?? ????? ??????? ?????? ????? ??????? ?????? ?????? ???? ???? ?????? ????? ??????? ???? ???? ????? ??????? ??? ?????? ?? ????? ?????? ??? ?????? ???????,Women empowerment,Against,Negative,No
@SaudiNews50 ???? ??? ?? ????? ???????? ???? ????? ????? ??????? ?? ?????? ?????????? ????? ????? ???? ??? ???? ?? ????? ????????? ???? ?????? ????? ??????? ????? ????? ??? ???? ??? ?????.!,Covid Vaccine,Against,Negative,No
@SaudiNews50 ???? ?????? ??????? ?? ?? ????? ???? ?????? ???????? ???????? ???   ??????? ???? ???????? ??? ??? ????? ????  ??? ???? ??? ?????? ?? ??????  ?? ???????.???? ????? ???? ????? ?????? ???,Women empowerment,Against,Negative,No
@SaudiNews50 ????? ??? ?? ????? ??????? ???? ???????? ???? ??????? ????? ????? ??? ??? ???????? ???? ?????? ????? ??? ?,Covid Vaccine,Favor,Neutral,No
@SaudiNews50 ??? ??????? ??????? ??? ?????? ?????? ?????? ????? ??????? ??? ????? ?????? ?????? ?????? ???? ??? ???? ??????? ???????? ??? ???? ????? ?????? ????? ????  ?????? ???? ??? ?????,Women empowerment,Against,Negative,No
@SaudiNews50 ?? ??? ???? ??? ???? ????? ?? ????? ?????? ?? ????? ???????. ???????? ??????,Women empowerment,Favor,Positive,No
@SaudiNews50 ???? ?? ??????? ??? ??? ?????? ???? ?????? ???? ???? ????? ??? ??? ??? ??????? ?????? ??? ??????? ????  ??? ?????? ??? ???? ?? ??? ?? ????  ?????? ???? ????? ????? ????? ?????? ????? ?????? ??? ???? ???? ?? ?? ??? ????? ???? ??? ???? ???????,Covid Vaccine,Against,Negative,No
@SaudiNews50 ????? ?? ???????? ????? ?? ?????? ?????????? ?? ????? ????? ?? ?????? !!!,Digital Transformation,Favor,Positive,No
@SaudiNews50 ???? ??? ?? ????? ???????? ??? ????? ?????? ???? ?? ???!?,Women empowerment,Against,Neutral,No
@SaudiNews50 ??? ????? ?????? ??? ???? ?? ?????? ???? ?? ???? ?????? ??? ????? ?????? ???? ?????? ??????? ???? ???? ?? ???????? ?????? ?? ?????? ???? ?? ?????? ???? ????? ?????? ????? ?? ??? ??? ????? ???????? ?????? ??????? ???? ?????? ????? ???,Women empowerment,Against,Negative,No
@SaudiNews50 ?? ?????? ?? ???? ???? ????? ?????? ????? ???????  ????? ?????? ????? ???????  ???? ????? ?????? ?? ???????? ?????? ??????? ?????? ??? ??? ??? ?????? ?? ?????   ??????? ??????? ????? ????? ?? ?????? ????? ???? ?,Women empowerment,None,Neutral,No
@SaudiNews50 ??????? ????? ?????? ??????? ?????.. ????? ???????? ??? ???? ?????? ????????,Covid Vaccine,Against,Negative,No
@SaudiNews50 ????? ???? ?????? ????? ?????? ??????,Women empowerment,Against,Negative,No
@SaudiNews50 ??????? ???? ????? ??? ?? ????? ??????,Women empowerment,Against,Negative,No
@SaudiNews50 ???? ??? ?????? ?? ???? ??????? ?????? ?? ??? ?? ?????? ???? ?????? ????? ????? ??????? ??? ???? ??????? ??  ??? ????? ???? ?? ??????? ?????? ????? ?? ??? ???? ?????? ?????? ???????? ????? ???? ????? ???  ?????? ???? ???? ???? ???? ?? ??? ???,Covid Vaccine,None,Neutral,No
@SaudiNews50 ????? ?? ?????? ???? ?????? ?????? ??????? ????? .. ?? ????? ??? ????? ?????? ??? ??? ????? ??? ??? " #??????? ? #?????_?????? ????,Women empowerment,Favor,Negative,No
@SaudiNews50 ??????? ????? ???? ??? ?? ?????? ?????? ???? ?? ?????? ?? ?????? ??????? ?????? ??? ????? ??????? ?????? ???? ??? ???? ???? ?? ??? ????? ??? ?????? ???? ????? ?????? ?? ???? ???? ??????? ???? ??? ??? ?????? ??? ??????? ?????? ?????? ?????? ??,Women empowerment,Favor,Positive,No
@SaudiNews50 ?????? ?? ?????? ?????? ?????? ?????? ?????? ?? ???????.????? ????? ????????? ????????? ???? ?? ??????,Covid Vaccine,Against,Negative,No
@SaudiNews50 ????? ???? ?? ??? ??????? ???? ??????? ?? ??????? ???? ??? ????? ?????? !!,Women empowerment,Favor,Neutral,No
@sawt_muatin ?? ?? ?????? ??? ?????  ?? ???? ?????? ??? ??? ??? ??? ????? ????? ???? ???? ??? ??? ??? ??? ?????? ?????? ??? ???? ????? ??????? ????? ?????? ?????? ??????? ? ?????? ???? ????? ?????? ??????? ??? ??? ????? ???? ?????? ??????? ?????? ?????? ?,Digital Transformation,Favor,Neutral,No
@sayyidaty @hakem_m2014 @hanan_hakami1 ?????? ??? ?? ????? ?? ??????? ?? ??? ????? ?? ????? ?? ?????. ????? ?????? ?????? ???? ?????? ??????? ??????  ??? ?????? ?? ????? ?? ????? ????? ?????? ??? ?????? ???? ?,Women empowerment,Favor,Positive,No
@sayyidaty @hakem_m2014 @hanan_hakami1 ???? ???? ?? ???? ????? ??????? ?????? ???? ? ????? ???? ????? ?? ????? ?? ????? ?????? ? ??????? ???? ?? ??? ???????? ? ? ??? ?? ????? ???? ??????? ?? ??? ?????? ???? ???? ? ?? ?????? ?? ??? ?? ??? ????? ?????? ? ??,Women empowerment,Favor,Positive,No
@sayyidaty @hakem_m2014 @hanan_hakami1 ??? ????? ?????? ????? ???? ??????? ???????? ??? ????? ?????? ?? ???????? ???????? ???? ?? ??????? ???? ?? ??????? ???????????..,Women empowerment,Favor,Positive,No
@sayyidaty @hanan_hakami1 ?????? ????? ????? ?? ??????? ???????? ?????? ???? ?????? ????? ?? ????? ??????? ???????? ???? ?????? ?????? ???? ??????? ???? ??? ??? ??? ???? ??? ????? ??????? ????? ??????? ?????? ??????? ???????? ??? ????? ?????? ?? ?????? ??,Women empowerment,Favor,Positive,No
@SBQ_2 ????? ???????? ????? ???? ??????? ???? ????   ???? ????? ???? ??????  ????? ??????? ??? ???????? ??? ???????   ??????? ??? ?????????   ?????? ?????????? ???? ??????? ??? ????,Digital Transformation,Against,Neutral,No
@ScreenMix ???? ???? ??? ????? ?????? ??? .. ????? ????? ?????? ???? ?????,Women empowerment,Favor,Positive,No
@ScreenMix ????? ??? ?????? ?????? ?????? ?????? ??????? ???? ????  ??? ?????? ????? ?????? ?????? ???????? ??????? ????? ??? ???? ???? ?????? ???,Women empowerment,Favor,Neutral,No
@Sd_2050 @Amoori964 @Mai7an @Ali_aloun1122 ????? ??? ????   ????? ????? ??????? ?? ? ??? ??? ?? ????? ! ???? ????? ????? ???? ?? ?????? ????? ?????? ?????? ?? ?????? ??????? ??????????  ??? ????? ??? ??? ?? ??? ????? ??? ????? ??? ????? ??? ???????? ?????,Digital Transformation,None,Neutral,No
@SDAIA_SA @globalaisummit ??? ???? ???? ???? ?? ???????? ??????? ??? ????? ?? ???????? ???? ?? ??? ????? ?????? ?????? ?? ?????? ?????? .. ???? ?????? ???? ??????? ??????? ??????? ?,Digital Transformation,Favor,Positive,No
@see_moone @byra_4 ??? ???? ??????? .. ?????? ???????? ?????????? ????? ????????? ???? ??? ?? ????? ??????? ???? ???? ?? ???? ????? ?????? ???? ???? ??????? ???   ?????? ???,Covid Vaccine,None,Positive,Yes
@see_moone ??? ????? ????? ?????? ????????? ???? ??????? ??? ??,Women empowerment,Favor,Positive,No
@SerajAlghamdi ????? ??? ?????? ?? ?? ????? ?????? ??? ?? ???? ???? ?? ????? ?????? ?????? ?? ????? ???? ??? ????? ????????? ????? ?????? ???? ??? ????? ????? ? ??? ???? ?????? ???? ?? ???? ??????? ????? ??? ???? ????.,Women empowerment,Favor,Neutral,No
@SGT78548760 @romanse2011 @moh_2222 ???? ??? ?????? ??????? ????? ??? ????? ?????? ????? ????? ?? ??? ???? ?????? ???? ??? ???????? ????? ?? ?? ???? ???? ????? ?????? ???? ?? ????? ??? ????? ???? ???? ????? ?? ??????? ?? ????? ??? ????? ??? ??? ??? ???? ?,Covid Vaccine,Favor,Positive,No
@shabiba @alialmataani ????? ?? ??? ????? ??? ?????  ??? ????? ???? ???? ????? ???? ?????? ????? ????? ????? ??? ???? ??? ????? ?????? ???????? ??????? ??? ??????? ?????? ?????????? ???? ?????? ?????? ?????? ???? ????,Digital Transformation,Favor,Neutral,No
@Shafax6 ???? ???? ????? ????? ?? ???? ?? ???? ????? ?????? ???????? ???? ?????? ????? ?????? ?????? ??? ????? ??? ??????? ????? ????? ????? ?????,Women empowerment,Against,Negative,No
@Shafax6 ?? ?????? ??????? ?????????? ??????? ???? ????? ?????? ???? ??? ???? ???? ????? ???????? ???? ??? ???? ???? ???? ???? ???? ??????,Women empowerment,Against,Negative,No
@shaganalayam200 @housingoman ????? ?? ??? ????? ???? ??? ???????? ???? ??????? ?????? ??? ????? ????? ??  ?? ????? ???????? ?????? ????? ??????? ??????? ??? ????? ???? ????  ???? ??????? ?? ???? ?????? ????????? ???????? ?? ?????? ?????????? ??????? ????,Digital Transformation,Favor,Positive,No
@shaganalayam200 @omaninfo1 ????? ???.  ??? ?? ??? ?????? ???? ??? ???? ?????? ??????? ?? ?????? ?????????? ?????? ????? ???? ???? 2040. ????? ????? ?????? ??? ???????.,Digital Transformation,Favor,Positive,No
@shaikha_khalidd @SaifQV ????  ?????? ???? ?????? ??????  ?? ?????? ?????? ?????? ???? ???? ???? ?????? ?? ?????!   ???? ?????? ?????????? ?? ???????  ?? ?????? ??? ???? ???? ??????? ?????? ?? ????? ?? ????? ????????? ?? ?????? ?????!  ????? ?? ?? ???? ??,Digital Transformation,None,Negative,Yes
@shaimaaalrasbi4 ???? ???????? ???? ????? ??????? ???? ?????? ??????? ??????????? ????? ... ??????? ???? ????? ??? ?????? ?????????? ???? ?? ??????? ???? ??? ??? ??? ??? ??????? ???? ????,Digital Transformation,Favor,Positive,No
@ShakerAlthiabi ??? ??????? ?????? ???????? ?????... ???? ???? ?? ????????... ?????? ?????????? ?? ???? ????? ??????,Digital Transformation,Against,Negative,No
@ShalhoubKSA ????? ?????? ?????????? ???,Digital Transformation,Favor,Neutral,No
@SharjahBookAuth ?? ????? ????? ???????? ??? ?? ???? ???? ?????????? ???????? ??? ?? ??? ???? ????? ????? ???? ?? ????? ??????? ??? ?????? ????? ??? ????? ????? ????? ???? ?????????? ?????? ?? ?????? ???????? ?? ??????? ?????? ??????? ????? ????? ?????? ?,Digital Transformation,Against,Negative,No
@shathafadelasha ??? ?????? ?? ??????? ?????? ????? ??? ?????? ?????????? ???? ????? ???????? ??????...  ????? ?????? ????? ?????? ???? ?????? ?????? ?????? ???????,Digital Transformation,Against,Negative,No
@ShFbf6ofkzG8WkO @zaher2040 @Aftkar_alsakaf ?? ???? ?????? ??? ??????? ??? ????? ?????? ????? ????? ??? ???? ( ????? ?????? ),Women empowerment,Against,Neutral,No
@shmaly221 @yacoubalsanea ??? ?????? ??????? ??????.. ???? ???? ??????? ??? ????? ????? ?????? ?????? ?????????? ?? ????? ?????? ??????? ???????? ???? ?????? ???? ??????? ??????? ????? ????? ?? ??????? ??? ?????? ???? ?????? ????? ?????? ????? ?????,Digital Transformation,Favor,Positive,No
@ShoOoShoOo2012 @alain_4u ???? ????? ????? ?? ????? ????? ??????? ???? ???? ???? ????  ???? ???????? ????? ?? ??? ??? ??????? ???? ?????.. ???? ??? ???? ????? ????,Covid Vaccine,Favor,Neutral,No
@shosh_x95 @sara95ss @Almajlliss ?????? ?????? ????? ????? ?????? ?????? ???? ???? ???? ???? ????? ?????? ????? ????? ???? ?????. ???? ????? ?? ??????,Covid Vaccine,Against,Negative,No
@sihamalharthy @housingoman ???? ????? ??????? ?????? ???? ???? ????? ?????? ??? ?? ??? ?? ?????? ??????????,Digital Transformation,Against,Negative,No
@sihamalharthy ?????? ?????? ???? ??????  ????? ?? ????????  ????? ??????? ?????????? ??????????.. ??? ??? ??? ????? ????????? ???????.,Digital Transformation,Favor,Positive,No
@Slamh_jom @Rotye5 @bykasw20 @thatisme80 @lg652__ @MeshariGhamdi ???? ??????? ???? ????? ?? ?? ??? ????????? ??? ????? ?????? ?? ?? ???? ?? ????? ?? ?? ???? ??,Women empowerment,Against,Negative,No
@slomtee ??? ????? ?????? ?? ???? ???????? ???? ????? URL,Women empowerment,Favor,Neutral,No
@SMA220_ ??? ?????? ??? ????.. ??? ???? ???? ?? ??? .. ?? ?????? ?????????? ???????? ???????????.. ???? ????? ?? ???? ?????? ???????? ????? ????? ??????? ?????? ???? ??????? ????.. ???? ???? ???? ???? ??????? ??????.  ??? ??? ????? ???? ????? ..  ???? ???,Digital Transformation,Favor,Positive,No
@smart__chargers @Studioekhbariy ?????? ??? ????? ????? ?????? ????? ?? ?????? ??????  ?????? ???? ?? ????? ?????? ??? ????? ????? ?????????,Women empowerment,Favor,Negative,Yes
@SMOI_2020 ?????? ????? ??????? ?????? ???????????  ??? ??? ???????  ????? ???? ?????? ???? ?????? ?? ????  ?????? ?????????? ???? ??? ???? ?????? ?????? ??????? ??? ????? ????   ????? ???? ??????? ?? ????? ?????? ????? ????????? ??????? ??????? ????????,Digital Transformation,Favor,Neutral,No
@smralmazrooei1 ???? ???? ??? ?? ????  ?  ???? ?????? ??????? ?? ??????? ???????? ????? ???????? ? ?????? ????? ?????? ?????? ?????????? ????? ???? ? ???? ????  ??????? ?? ?? ????? ?????? ?? ????? ??????? ??????? ??????? ?? ??????? ????? ?? ??????? ?? ??,Digital Transformation,Favor,Positive,No
@sms_974 @radoaalansari ????? ?? ??? ??? ???? ??? ?????? ???? ????? ????????  ??? ???? ????? ?????? ?????? ??? ?????? ???? ??? ????? ????? ?? ????? ..??? ???? ??? ??? ??????? ?????? ???? ??? ??? ?? ????? ???? ??? ???? ??? ???? ????? ????? ???????? ???????,Covid Vaccine,Against,Negative,No
@snightm1 @Dabaibahamid ??? ?? ??????? ????? ??????? ?????? ?????? ? ??????? ???? ????? ?????? ? ????? ?? ??????? ??? ???? ????? ??? ??????? ? ?????? ? ???????,Women empowerment,Against,Negative,No
@snq84 ??? ???????? ???? ?? ??? ???? ???? ????? ??? ????? ??????,Covid Vaccine,Against,Neutral,No
@so00000oz @Studioekhbariy ?????? ?? ???? ??? ????? ? ???? ? ????? ?? ?????? ?? ????? ???? ??? ? ????? ????? ??? ?? ?? ??? 18 ??? ?  ???? ??? ??? ??????? ??????? ??? ???? ?????? ??? ??? ??????? ???? ????. ???? ???? ??????? ??????,Covid Vaccine,Favor,Positive,No
@so__sky @RafSetif @brdcjijel ??? ????? ?? ????? ?????? ?????? ?  ?????? ?????,Covid Vaccine,Favor,Neutral,Yes
@socpa_ksa ???? ????? ???? ???? ???????? ?????  #?????_?????? #?????_?????????  ????,Women empowerment,Favor,Positive,No
@Socrates_Pod ??? ? ??????? ?? ?????? ??? ???? ??? ??? ???? ????? ????????? ? ??? ??? ?????? ?????????? ???? ??????? ??????? ??,Digital Transformation,Favor,Neutral,No
@Sofia_puzzle ??? ????? ???? ???? ???? ??? ?????? ??? ???? ??????  ????? ????? ??????,Women empowerment,Against,Neutral,Yes
@sokoq8 ????? ?????? ???? ????? ?? ???? ????? ??? ???? ?????? ??????? ?? ??? ?? ??? ????? ?????? ??? ..???? ?????? ????? ?????? ??????? ???????? ??? ???? ????? ??? ?????? ??? ??????? ???? ????,Covid Vaccine,Against,Negative,No
@Sososho99 ????? ????? ?????? ?? ??????,Covid Vaccine,None,Neutral,No
@souoodalhomani @EduGovOman ??? ???????? ????? ???? ?? ???? ??????? ???? ?? ?? ???? ???????? .. ???? ???? ????? ?????? ?? ??? ????? ??? ???????? ??????? ??? ????? ???? ?????? ?????????? ????? ?????? ??????? ?????????...,Digital Transformation,None,Neutral,No
@soutaljazeera ???? ????? ???????? ??? ? ??? ? ????   ? ?? ???? ???????? ? ???? ?? ???? ?? ???? ??? #?????_?????? . ? ????? ????? ????? ?? ?????? ????? ?????? ??????? ?????? ?? ???? ???? ?????? ???? ??????? ??? ?????? ?????? ??? ???? ??????? ???????? ????,Women empowerment,Against,Neutral,No
@spagov ?????? ?????? ??? ????? ??????? ??????? ??? ????? ?????? ??????? ????? ???? ?? ??? ????? ????? ???? ???? ???? ???? ?????,Digital Transformation,Favor,Positive,No
@SPAqualitylife ????? ?????? ????? ?????? ???????? ??? ??????? ????? ?? ????? ??? ??? ?? ??? ????? ?????? ???????? ??????? ??????? ???? ??? ????? ??? ?????? ?? ?? ???? ?????? ??? ?????? ?????????? ?????? ????? ???????,Digital Transformation,Favor,Positive,No
@SPAregions ?????? ???? ??????? ?????????? ?????? ?????? ???? ??? ??????? ??????? ????? ???? ??? ?????  ??????? ?????????  ???? ???????   ????? ????? ?????? ???? ?????  ?? ??? ?????? ?????? .,Digital Transformation,Favor,Positive,No
@SPAregions ?????? ??????? ?????????? ???? ??????? ?????? ????? ??????? ????? ??????? ?????? ???? ??????? ?????????? ?? ????????? ??????? ????? ?? ????? ?? ????? ????? ?? ????? ???????,Digital Transformation,Favor,Positive,No
@SPAregions ???? ?????? ?????? ????? ??????? ??? ????? ????????? ???? ????? ?? ??? ??? ?? ???? ??? ?????? . ???? ???? ?????? ????? ??????? ???? ?????   ?? ???? ??????? ?? ??????? ??????? . ????? ?????? ?????? ?????? ?????? ?????????? ???? ????,Digital Transformation,Favor,Positive,No
@SPAregions ????? ????? ??? ?????? ????? ?? ???? ??????? ?  ????? ????? ????????? ??? ???? ????????  ?????? ?????? ?????????? ???? ?? ????????? ??????? ??? ??????? URL,Digital Transformation,Favor,Neutral,No
@SPAregions ???? ?????? ???? ??????? ????? ?????? ?? ??????? ???????? ??? ??????? ?????????? ????   ?????COVID-19    ??? ?? ????? ?????? ?? ???????? ?? ???? ????? ??? ????? ??? ??????? ???? ????  ?? ????? ? ???????  ?????? ?????? @minister_moe_sa ????? ??,Digital Transformation,Favor,Positive,No
@SPL_CARE ????? ???? ??? ????? ?????? ?????????? ??? ?????? ???? ???? ????? ?? ?? ?????? ????? ??????? ??????? ???? ????? ?? ?-? ????? ?? ????? ???   ???? ??? ????? ???? ????? ???? ??????,Digital Transformation,Against,Negative,No
@spokesp_moe @moe_gov_sa ????? #????_?????? ???? ???? ???? ?????? ?? ??? ???????  ?????? ??? ??????? ???????? ?? ????? ?????? ?????? ?? ?? ??? ??????  ????? ?? ????? ????? ??????? ?????? ?????? ???????? @minister_moe_sa   ???? ???????? ???????? ???????  #,Digital Transformation,Favor,Positive,No
@stcpay_ksa @bafaggas  #???_??????? @stcpay_ksa ?????? ?????????? ??????,Digital Transformation,Favor,Neutral,No
@studyincairo ???? ???? ????????? ? ?????? ?? ????? ?????? ?????????.. ??? ?????? ?? ??? ??????? ? ??????? ??? ?????? ???? ? ??????.. ?? ?????? ?? ?????? ?????????? ?????? ????? ??????.. ?????? ???? ????? ?? ?????..,Digital Transformation,Against,Neutral,No
@suadalishaqi ????? ????? ??????? ???????  ??? ??? ??? ????????? ????? ??? ?? ????? ?????? ?????????? ??? ????? ????? ???????? ??????? ?????? ??? ??????? ??? ????? ?????? ?? ???????  ??????? ?? ?????? ???????? ?? ???? ???????.,Digital Transformation,Favor,Neutral,No
@sudan24now ??????  ???? ????????? ?????? ?????? ?? ???? ??????? ?????? ?????? ????? ???????  ???????? ??? ?????? ??????? ????? ??? ??????,Digital Transformation,Favor,Positive,No
@Sudanese_Spt @hussamnasri @UmniaIbrahim @aswagalmal @husam_koko @Actanonverba16 ?? ????? ??? ?????? ???? ?????? ???? ?????? ??????? ???? ?????? ???? ????? ??? ???? ????? ?????? ?????????? ????? ?? ??? ?????? ?????? ???? ?????,Digital Transformation,Favor,Neutral,No
@SudanStation ????? ????? ?????   ???? ??? ?????? ?? ??? ????? ??? ?? ??,Covid Vaccine,None,Neutral,No
