Text,Target,Stance,Sentiment,Sarcasm
@dammam_news المفترض المصنع مسؤول عن اتلاف منتجاته. وكذلك الشركات الخاصة .. بإذن الله مع التحول الإلكتروني للدولة سيتم القضاء على ما هو مثل ذلك بتضافر الجهات ذات العلاقة. ولكن لا ننسى التشهير لهؤلاء الحثالة.,Digital Transformation,Favor,Positive,No
@danah99k @um_Sososo0 واضح للأسف الجهل في حسابك وتغريداتك   الله يكون بعونك بس . وبلادنا اللي تدعي لها بالبايو هي اللي قررت تطعيم الشعب بلقاح كورونا ولقاح عنق الرحم .,Covid Vaccine,None,Negative,No
@DaniaAlaysh @zaciv8 @Hakeem18072453 انا اتفقت مع زوجتي قبل ان تحمل .. ١.ان زوجتي ما تتطعم  بأي تطعيم سواء حق كورونا او تطعيمات الي تعطى للحامل . ٢.ان لا نطعم اي من اولادنا. ٣.ان يرضع ابني حليب الثدي فقط.ولا نعطيه اي حليب مجفف خاص بالاطفال.  ولكن للاسف شر,Covid Vaccine,None,Negative,No
@Danio313 @SerajAlghamdi اشباه الرجال حالهم ما يسر منضغطين من بعد تمكين المرأة,Women empowerment,Favor,Negative,Yes
@darin_mashi @hemamshrq @nbilalhazmi @1Alawadi1960 @SaudiFSC @drnogashn @HANR2020 @mashi2030 @ksa_olh مع دعم جميع المبادرات الإيجابية و تمكين المرأة ورؤية الوطن 2030 في رفع مستوى ثقافة الوعي والسلوك الصحي. بارك الله في جهودكن ّ.,Women empowerment,Favor,Positive,No
@DaringQueenz عشان يلمع صورته ويعنني تمكين المرأة ويصير ترند والحكومة هي اكثر من تقمع المرأة اخر شيء كل الي فرحانين بالقرار ودارسين قانون متوظفين كاشير في مول راتبهم 3 الاف,Women empowerment,Against,Negative,No
@DawryWaleed هكذا يريدون هوات التغريب تمكين المرأة تدريجياً لكن قيل (لن يفلح قوم ولوا أمرهم إمرأة,Women empowerment,Against,Negative,No
@dayoomty1 راضين والله يحطونه بالخاص ويتطعمون بفلوسهم عشان لانرهق ميزانيه الدوله بس طعموهم !؟؟؟ الوضع بالديره خطر الوباء منتشر....  #تطعيم_كورونا   #تجنيس_أبناء_الكويتيات,Covid Vaccine,Favor,Neutral,No
@dervishconan @sahal213 وهذا بعيد كل البعد عن تمكين او دفاع عن المرأة بل مجرد تشجيع للتفاهات التي لا تمد بصله الى المرأة الصومالية المحافظة صاحبت الحياة,Women empowerment,Against,Negative,No
@dfgggghhhhgff تطعيم كورونا بدون حضور تنزل لك بصحتي وتوكلنا تصفير الضريبة القيمة المضافة تصفير غرامات الضبط الميداني,Covid Vaccine,Against,Neutral,No
@dfgh909 @BahaChamber هلابك اخي العزيز ابراهيم .. طبيعي مع الجائحة والعودة للعمل الجزئي وفي ظل التحول الالكتروني لم يعد للفروع اهميه تستوجب تواجد الطاقم الاداري والوظيفي السابق .! هناك توصيه من مجلس الإدارة بهذا الخصوص تحديداً وسترى النور قريباً بإذن الله,Digital Transformation,Favor,Positive,No
@DGASaudi @saudimomra كل شي صار رقمي. وتضررو الناس و و و ماعندي مشكلة بالرقمي والي اخره ولكن ماذا بعد التحول الرقمي؟,Digital Transformation,Against,Negative,No
@dhfeeri @Etisal_pr @McitGovSa فعلاً التحول الإلكتروني ساهم في تسهيل وتسريع الكثير من المراجعات الحكومية وغيرها من الإعمال   يعطيك العافيه يابو خالد.,Digital Transformation,Favor,Positive,No
@dhfeeri @McitGovSa التحول الإلكتروني للخدمات لم يعد مطلب وحسب؛ بل ضرورة ملحّة تحل الكثير والكثير وعلى الجهات الإلتفات الفعلي لها  ولنا في واقعنا اليوم أمثلة قريبة جداً من أزمات وغيرها..أحسنت بو خالد 👍🏻,Digital Transformation,Favor,Positive,No
@DhofarMun @Ahmed_Ghassani @mtcitoman مبدع الدكتور احمد الغساني أينما وجد . وهذا التحول الإلكتروني للخدمات راح يعطيها سمة السرعة والتميز في الأداء وهذا من أهداف رؤية عمان 2040. وفقكم الله تعالى في خدمة هذا الوطن الغالي.,Digital Transformation,Favor,Positive,No
@DhofarMun @mtcitoman خطوة ممتازة نحو التحول الالكتروني ونأمل ان يكون التحول الجديد سهل وبسيط وغير معقد,Digital Transformation,Favor,Positive,No
@diaaeldeen92 @amaway بيكون افضل بتقلل من تكلفة الطباعة و بتسهل على الناس من حمل الاوراق النقدية الكتيرة و ما عندها قيمة و بتكون كل التداولات والكتلة النقدية في البنوك بس محتاجة الحكومة تستثمر في البنى التحتية و تشجيع البنوك لانتاج منصات و تطبيقات تساعد ف,Digital Transformation,Favor,Positive,No
@diamohamad2 @m16874560 @Nour83362841 @mohammadnahouli @khalil_charbel اليوم بفضل الله السعوديه من افضل خمسة دول في العالم في التحول الرقمي والذكاء الاصطناعي والمواطن والمقيم في السعودية بضغطة زر وهوا في بيته بيعمل كل الخدمات وانت خليك صف سرا طول النهار ع,Digital Transformation,Favor,Negative,No
@Dima_Khatib @EUinArabic @Mira404 @elissakh @QueenRania الحمدلله ان الامارات وفي المنطقة العربية تتصدر ملف تمكين المرأة، مسيرة ناجحة في ملف عمل المرأة حقوقها وتبقى هناك بعض التحديات ولكن بالامكان القول ان الامارات في التوجه الصحيح,Women empowerment,Favor,Positive,No
@doctorfatima اذا انت مطعم وماخذ جرعاتك و ماخذ جرعة التعزيز  و حسب كلام الدكاترة و الخبراء و غيرهم ما عليك خوف من كورونا و متحوراتها . ايش خوفك مني اذا ما خذيت تطعيم . ؟؟؟,Covid Vaccine,None,Neutral,No
@dodyuser عصر تمكين المرأه السعودية 👍🏻 الحمد لله,Women empowerment,Favor,Positive,No
@dominant_sa1 قرارات الدولة تحتمل الصواب و الخطأ ماهي نازلة من السماء تطعيم كورونا ما أثبت فعاليته و ثبتت أضراره كيف أُساوم فيه على حقي بالعيش؟,Covid Vaccine,Against,Neutral,No
@DontCallMe3rabi لذلك التحول للعمل  الإلكتروني  يجب أن يكون  خيار  وليس  إجبار. يدخل  رجل  خمسيني يريد  فتح  حساب  بنكي فيطلب منه  الموظف  عمل ذلك  من  الموقع والرجل  ربما  يكون  لا يعرف  فيضطر  للمكاتب  وغيرها  ويسلمهم  أسراره  يفترض  من حق الشخص تلقي  ا,Digital Transformation,Favor,Neutral,No
@Dr__YAS ورقة علمية تم نشرها حديثاً توضح نتائج مهمه بأن لقاحات كورونا تسبب إلتهاب الكبد المناعي النشر 21 ابريل 2022 ملخص النشرة العلمية /  يؤدي تطعيم كوفيد إلى التهاب الكبد المناعي المتميز المسيطر على الخلايا التائية مع آلية مرضية فريدة مرتبطة بالتطعيم ال,Covid Vaccine,Against,Negative,No
@Dr_abdoty يعني كانو  ١٢ شخص  ٥ انصابو بالفايرس  ٧ مايتهم كورونا  هذي احصائية زوراتنا وبدون تطعيم والكل تشافا الحمدالله ومحد تعب ودخل عنايه غير يدتي وطلعت الحمدالله واهي بصحه وعافيه,Covid Vaccine,Against,Positive,No
@Dr_Abdullatif_a دكتور عبداللطيف اسعد الله مسائك التحول الإلكتروني لم يجدي نفع مع وزارتكم يتم الاتصال عل هاتف الوزاره منذ اسبوع للسؤال عن معامله يفصل الخط قبل الوصول لمن يقدم الخدمه موضوعي لديكم منذ شهر بلا حلول لاتسمح الظروف للسفر والمراجعه,Digital Transformation,Against,Neutral,No
@Dr_alammar1 انا مع التطعيمات انها نعمة  ولكن استغرب ان تطعيم كورونا للكل وهو يأذي كبار السن وأصحاب الامراض المزمنة!  احنا ليش نطعم ! والاطفال ليش يطعمون!؟,Covid Vaccine,Against,Neutral,No
@dr_alialomari جميع رؤساء الدول الساقطين متفقين على ذلك ..! 🔻تقول ميركل أن وهم كورونا لن ينتهي حتى يتم تطعيم كل شخص في العالم باللقاح السام 💉🚫,Covid Vaccine,Against,Negative,No
